,k
1660,0.8607100000000001
1661,1.0009
1662,0.99918
1663,1.0004
1664,0.76255
1665,0.9989
1666,1.0006
1667,0.7720199999999999
1668,0.99887
1669,0.8338200000000001
1670,0.82411
1671,1.0001
1672,0.9986799999999999
1673,0.8195399999999999
1674,0.9845700000000001
1675,0.79097
1676,0.9070600000000001
1677,0.78822
1678,0.9986799999999999
1679,1.0017
1680,0.99785
1681,1.0005
1682,0.99961
1683,1.0006
1684,1.0015
1685,1.0005
1686,0.99897
1687,1.0017
1688,1.0003
1689,1.0006
1690,0.9991
1691,0.78408
1692,0.99925
1693,0.99902
1694,1.0008
1695,0.8660899999999999
1696,1.0015
1697,0.78457
1698,0.9994200000000001
1699,0.8428399999999999
1700,0.93599
1701,0.9263
1702,0.9998299999999999
1703,0.8325799999999999
1704,0.80114
1705,1.0014
1706,0.9446200000000001
1707,0.8290700000000001
1708,1.0
1709,0.89976
1710,1.001
1711,0.8053600000000001
1712,0.9985
1713,0.86797
1714,0.80192
1715,0.9011100000000001
1716,0.9994200000000001
1717,1.0016
1718,0.99872
1719,0.83425
1720,0.83609
1721,0.9986700000000001
1722,0.8062600000000001
1723,0.91306
1724,0.99824
1725,1.0005
1726,0.89145
1727,0.9993
1728,0.9003399999999999
1729,0.99931
1730,0.88736
1731,0.9365700000000001
1732,0.8198799999999999
1733,0.84652
1734,0.99782
1735,1.0008
1736,1.0001
1737,0.91932
1738,0.75351
1739,0.99979
1740,0.80547
1741,1.0022
1742,1.0007
1743,0.75661
1744,0.9999
1745,0.7459899999999999
1746,1.0014
1747,0.77408
1748,1.0009
1749,0.84629
1750,0.8729100000000001
1751,0.99976
1752,0.8756700000000001
1753,0.9998
1754,0.99995
1755,1.0002
1756,0.99818
1757,0.8382700000000001
1758,0.8589200000000001
1759,1.0009
1760,0.81647
1761,0.78784
1762,1.0006
1763,0.91455
1764,0.8626
1765,0.88355
1766,1.0006
1767,0.9023
1768,0.99875
1769,0.8351
1770,0.9990899999999999
1771,0.99969
1772,1.0007
1773,0.99908
1774,1.0007
1775,1.0016
1776,0.7820699999999999
1777,0.88169
1778,1.0004
1779,1.0012
1780,0.80182
1781,0.9143700000000001
1782,0.8250799999999999
1783,0.9292799999999999
1784,0.8809799999999999
1785,0.79065
1786,0.87535
1787,0.99921
1788,0.9981700000000001
1789,1.0001
1790,0.82152
1791,0.99984
1792,0.8366299999999999
1793,0.90007
1794,0.81498
1795,1.0001
1796,1.0001
1797,1.0007
1798,0.8871399999999999
1799,0.9996200000000001
1800,0.85913
1801,0.81196
1802,0.9986700000000001
1803,0.9996799999999999
1804,0.9988100000000001
1805,1.0011
1806,0.8854799999999999
1807,0.99777
1808,0.8880899999999999
1809,1.0013
1810,0.77079
1811,0.8730899999999999
1812,0.99966
1813,0.8724700000000001
1814,0.7505
1815,0.8954200000000001
1816,0.9998299999999999
1817,1.0002
1818,1.0008
1819,0.9992700000000001
1820,0.86645
1821,0.92737
1822,0.8777299999999999
1823,1.0003
1824,1.0007
1825,1.0001
1826,1.0018
1827,0.93289
1828,0.79015
1829,1.0007
1830,0.8239
1831,0.8296399999999999
1832,0.9999399999999999
1833,1.0002
1834,1.0006
1835,0.9995299999999999
1836,0.99823
1837,0.8305299999999999
1838,0.9998
1839,0.85044
1840,1.0009
1841,0.85949
1842,1.0
1843,0.8574
1844,0.851
1845,0.9656799999999999
1846,0.8542299999999999
1847,0.9174200000000001
1848,0.99997
1849,1.0003
1850,0.80306
1851,0.82526
1852,0.89013
1853,0.99875
1854,0.81592
1855,0.76156
1856,0.9989899999999999
1857,0.99946
1858,0.78981
1859,0.9996299999999999
1860,0.86425
1861,0.9972799999999999
1862,0.81722
1863,0.82878
1864,1.0006
1865,0.80161
1866,0.8453299999999999
1867,1.0009
1868,0.87939
1869,0.9997
1870,0.9999399999999999
1871,0.87074
1872,0.81792
1873,0.8326399999999999
1874,0.8541
1875,0.75639
1876,0.85495
1877,1.0003
1878,0.8370799999999999
1879,0.84596
1880,0.99908
1881,0.8463200000000001
1882,1.002
1883,0.8516
1884,0.8185399999999999
1885,1.0006
1886,0.99876
1887,0.91056
1888,0.82839
1889,0.99926
1890,0.9985200000000001
1891,0.99989
1892,0.8505799999999999
1893,0.84839
1894,0.92709
1895,0.99897
1896,0.86941
1897,0.86241
1898,1.0014
1899,0.8492
1900,0.83529
1901,1.0003
1902,1.0003
1903,0.83055
1904,0.84419
1905,0.86961
1906,1.0017
1907,0.82786
1908,0.9063200000000001
1909,0.8902
1910,1.0001
1911,0.8093899999999999
1912,0.9379299999999999
1913,0.79103
1914,1.0005
1915,0.8931100000000001
1916,0.9977799999999999
1917,0.87945
1918,0.9561299999999999
1919,1.0022
1920,0.99915
1921,0.79
1922,0.79424
1923,0.9997299999999999
1924,0.9993299999999999
1925,0.99998
1926,0.86855
1927,0.77928
1928,0.7892600000000001
1929,0.86874
1930,0.9355
1931,1.0001
1932,0.9996299999999999
1933,1.0016
1934,0.99875
1935,1.0011
1936,0.8519
1937,0.9009
1938,1.0006
1939,1.0011
1940,0.9996700000000001
1941,0.99961
1942,1.0002
1943,1.0011
1944,0.8911399999999999
1945,0.82481
1946,0.83134
1947,0.99782
1948,0.8360200000000001
1949,0.80782
1950,0.9996
1951,1.0004
1952,1.0006
1953,0.80025
1954,1.0007
1955,0.83075
1956,0.8382200000000001
1957,0.89346
1958,1.0001
1959,1.001
1960,1.0012
1961,0.86626
1962,0.8639899999999999
1963,0.8578
1964,0.8831100000000001
1965,0.7543
1966,0.9991899999999999
1967,0.75238
1968,0.8258700000000001
1969,0.99929
1970,1.001
1971,1.0008
1972,0.8375799999999999
1973,1.0004
1974,0.78773
1975,0.9991200000000001
1976,0.9989100000000001
1977,0.81742
1978,1.0009
1979,0.76635
1980,0.80829
1981,0.9998799999999999
1982,0.85441
1983,0.82557
1984,0.8386600000000001
1985,0.79222
1986,0.99934
1987,0.86477
1988,0.9999600000000001
1989,0.8308200000000001
1990,0.83
1991,0.78893
1992,0.99944
1993,1.0012
1994,1.0001
1995,1.0014
1996,1.0014
1997,0.9995299999999999
1998,1.0008
1999,0.82331
2000,0.87965
2001,0.9983299999999999
2002,0.9294899999999999
2003,0.8341700000000001
2004,0.99941
2005,0.9273299999999999
2006,1.0005
2007,1.0012
2008,1.0007
2009,0.87649
2010,0.9980100000000001
2011,0.89075
2012,1.0003
2013,0.85944
2014,1.0012
2015,0.9988100000000001
2016,0.8650899999999999
2017,0.99987
2018,0.9093100000000001
2019,0.99895
2020,1.0023
2021,1.0004
2022,0.8302299999999999
2023,0.8754200000000001
2024,0.9999399999999999
2025,0.9705799999999999
2026,1.0002
2027,0.99813
2028,0.88746
2029,0.99982
2030,0.75046
2031,0.82085
2032,0.82929
2033,0.9999100000000001
2034,0.8033399999999999
2035,0.8527399999999999
2036,0.82576
2037,0.91612
2038,1.0007
2039,0.9993700000000001
2040,0.99976
2041,1.0011
2042,1.0
2043,0.8850899999999999
2044,0.8478600000000001
2045,0.8775200000000001
2046,0.7536
2047,1.002
2048,0.9997
2049,1.0002
2050,0.9993200000000001
2051,0.9053899999999999
2052,1.0004
2053,1.0002
2054,0.8206700000000001
2055,1.0009
2056,0.85601
2057,0.86616
2058,1.0003
2059,1.0001
2060,0.9979899999999999
2061,0.9996299999999999
2062,1.0006
2063,0.99934
2064,0.88254
2065,0.9996200000000001
2066,0.80309
2067,0.8350299999999999
2068,1.0008
2069,0.87275
2070,0.99884
2071,0.9991
2072,0.83847
2073,1.0012
2074,1.001
2075,0.79379
2076,0.86344
2077,0.9097799999999999
2078,0.99487
2079,0.91701
2080,0.99835
2081,0.99823
2082,0.75142
2083,0.78094
2084,0.85365
2085,0.99815
2086,1.001
2087,1.0003
2088,0.84501
2089,1.001
2090,0.9998
2091,0.89849
2092,0.7721600000000001
2093,1.0014
2094,1.0
2095,1.0004
2096,0.81025
2097,0.81528
2098,0.99992
2099,0.81748
2100,0.77959
2101,0.99923
2102,0.82009
2103,0.9986
2104,0.99997
2105,0.9978899999999999
2106,0.84406
2107,0.9993200000000001
2108,0.99884
2109,0.8087
2110,0.8381799999999999
2111,0.9994799999999999
2112,1.0007
2113,1.0003
2114,1.0002
2115,0.9216
2116,0.88277
2117,1.0003
2118,0.8062
2119,0.9313100000000001
2120,1.0013
2121,1.001
2122,0.83321
2123,0.9997799999999999
2124,0.81937
2125,1.0018
2126,0.7916
2127,0.83819
2128,1.0015
2129,0.8426100000000001
2130,1.0004
2131,1.0002
2132,0.79875
2133,0.99811
2134,0.9989100000000001
2135,0.99959
2136,0.83236
2137,0.80306
2138,0.8615200000000001
2139,0.9996700000000001
2140,1.0015
2141,1.0
2142,0.82501
2143,0.8916700000000001
2144,0.75848
2145,0.96703
2146,1.0016
2147,1.0014
2148,0.8922399999999999
2149,0.9991899999999999
2150,0.9996799999999999
2151,0.99828
2152,0.91671
2153,0.79005
2154,0.88177
2155,0.80929
2156,0.9994
2157,0.8508100000000001
2158,0.79706
2159,0.9999600000000001
2160,1.0003
2161,1.0006
2162,0.99865
2163,0.9998
2164,1.0013
2165,0.99972
2166,0.69633
2167,0.8403200000000001
2168,1.0003
2169,0.77007
2170,0.8402
2171,0.8851399999999999
2172,0.7867
2173,0.88369
2174,1.0008
2175,0.99885
2176,0.9994299999999999
2177,0.99872
2178,0.9998100000000001
2179,1.0005
2180,0.9218
2181,0.85877
2182,0.9214
2183,0.89012
2184,0.9979399999999999
2185,0.76963
2186,1.0005
2187,0.82804
2188,0.9988799999999999
2189,0.99889
2190,0.89175
2191,0.9993
2192,0.9991200000000001
2193,1.0004
2194,0.9991200000000001
2195,0.8579700000000001
2196,0.84146
2197,1.0003
2198,0.80484
2199,1.001
2200,0.9985799999999999
2201,0.95644
2202,1.0003
2203,0.805
2204,1.0005
2205,0.99911
2206,0.8627299999999999
2207,0.89812
2208,1.0001
2209,0.79782
2210,0.99995
2211,1.0016
2212,0.84765
2213,0.83826
2214,0.81198
2215,1.0001
2216,0.77468
2217,0.9983299999999999
2218,1.0001
2219,1.0008
2220,1.0011
2221,0.8528
2222,0.9996799999999999
2223,0.9997
2224,0.99995
2225,1.0006
2226,0.99989
2227,0.99772
2228,0.88434
2229,0.85214
2230,0.9129299999999999
2231,0.87382
2232,0.90835
2233,0.9994
2234,1.0001
2235,0.9990600000000001
2236,0.99828
2237,0.8738799999999999
2238,0.81277
2239,1.0001
2240,0.8225299999999999
2241,0.81653
2242,1.0009
2243,0.76137
2244,1.0014
2245,0.91169
2246,1.0003
2247,0.9278200000000001
2248,1.001
2249,1.0003
2250,1.0003
2251,0.82404
2252,0.99951
2253,1.0017
2254,1.0
2255,0.90697
2256,0.797
2257,1.0
2258,0.99935
2259,0.90375
2260,0.8347899999999999
2261,0.80588
2262,0.99826
2263,1.0021
2264,1.0011
2265,0.7710100000000001
2266,0.84588
2267,1.0007
2268,0.99851
2269,0.8460799999999999
2270,1.0
2271,0.8849799999999999
2272,0.84278
2273,0.8458399999999999
2274,0.81539
2275,0.99946
2276,0.89444
2277,0.99951
2278,0.81271
2279,0.82501
2280,0.99954
2281,0.77994
2282,1.0009
2283,0.72638
2284,0.90007
2285,0.9993799999999999
2286,0.8307200000000001
2287,0.9304600000000001
2288,0.99936
2289,1.0002
2290,1.0018
2291,0.92732
2292,1.0003
2293,0.99969
2294,1.0008
2295,0.84995
2296,0.99835
2297,0.9978
2298,0.90714
2299,0.99934
2300,0.99892
2301,0.99949
2302,0.7692
2303,1.0002
2304,0.87261
2305,0.8512700000000001
2306,0.99866
2307,1.0001
2308,0.8700700000000001
2309,0.9999399999999999
2310,1.0015
2311,0.9278799999999999
2312,1.0008
2313,0.9091
2314,1.0021
2315,0.9994
2316,0.8419700000000001
2317,0.85734
2318,0.9991
2319,0.89917
2320,0.9098299999999999
2321,1.0008
2322,1.0005
2323,0.84605
2324,0.8845299999999999
2325,0.9995
2326,0.91871
2327,0.90666
2328,0.78674
2329,0.82525
2330,0.80892
2331,1.0005
2332,0.81294
2333,0.99949
2334,0.9613700000000001
2335,0.99924
2336,1.0007
2337,0.83872
2338,0.9998100000000001
2339,0.8877700000000001
2340,0.92185
2341,1.002
2342,0.9976700000000001
2343,0.8897
2344,1.0002
2345,0.9983
2346,0.87434
2347,0.9996299999999999
2348,0.99928
2349,0.91202
2350,0.8472700000000001
2351,0.75178
2352,0.67195
2353,0.99992
2354,0.9228299999999999
2355,0.9988799999999999
2356,0.99934
2357,0.8890100000000001
2358,0.9990000000000001
2359,0.99934
2360,0.78567
2361,0.78922
2362,0.99935
2363,0.89369
2364,0.81043
2365,0.99876
2366,0.83655
2367,0.99944
2368,0.9993700000000001
2369,0.9995200000000001
2370,0.8227
2371,0.9166799999999999
2372,0.99964
2373,0.87339
2374,0.86408
2375,0.9089200000000001
2376,0.8652799999999999
2377,0.84577
2378,0.81894
2379,0.89985
2380,1.0019
2381,0.82204
2382,0.8155399999999999
2383,0.83196
2384,0.83801
2385,0.99936
2386,0.9989
2387,0.9989399999999999
2388,0.7853
2389,0.71906
2390,1.0012
2391,0.99935
2392,0.8024399999999999
2393,0.8869600000000001
2394,0.9994700000000001
2395,0.99931
2396,0.9438200000000001
2397,1.0
2398,0.80942
2399,0.80475
